datetime,symbol,open,high,low,close,volume
2024-01-01 01:00:00+00:00,BINANCE:XLMUSD,0.12941358,0.13278723,0.12695769,0.13200955,4942022.0
2024-01-02 01:00:00+00:00,BINANCE:XLMUSD,0.1316952,0.13403339,0.12837333,0.12908456,10804807.0
2024-01-03 01:00:00+00:00,BINANCE:XLMUSD,0.12922847,0.13303215,0.11245622,0.12044079,16398743.0
2024-01-04 01:00:00+00:00,BINANCE:XLMUSD,0.12041572,0.12270052,0.11903596,0.12206591,7709174.0
2024-01-05 01:00:00+00:00,BINANCE:XLMUSD,0.1221345,0.12222762,0.11428515,0.11923494,8756042.0
2024-01-06 01:00:00+00:00,BINANCE:XLMUSD,0.1187802,0.12077436,0.11567457,0.12009914,5881165.0
2024-01-07 01:00:00+00:00,BINANCE:XLMUSD,0.1201265,0.12087896,0.11422647,0.11556825,7604777.0
2024-01-08 01:00:00+00:00,BINANCE:XLMUSD,0.11506555,0.12055514,0.11209442,0.11980252,16598443.0
2024-01-09 01:00:00+00:00,BINANCE:XLMUSD,0.11935282,0.12079431,0.11316307,0.1161469,12509932.0
2024-01-10 01:00:00+00:00,BINANCE:XLMUSD,0.11663351,0.12249143,0.11292035,0.12086554,12974773.0
2024-01-11 01:00:00+00:00,BINANCE:XLMUSD,0.12052845,0.12639876,0.12032921,0.12342488,11808364.0
2024-01-12 01:00:00+00:00,BINANCE:XLMUSD,0.12328581,0.12570049,0.11642578,0.11938418,13563830.0
2024-01-13 01:00:00+00:00,BINANCE:XLMUSD,0.11945282,0.12085616,0.11719887,0.1203641,3420334.0
2024-01-14 01:00:00+00:00,BINANCE:XLMUSD,0.11944565,0.12107966,0.11763802,0.11763802,5687734.0
2024-01-15 01:00:00+00:00,BINANCE:XLMUSD,0.11806494,0.12107614,0.1175972,0.11782768,6227765.0
2024-01-16 01:00:00+00:00,BINANCE:XLMUSD,0.11818989,0.11944709,0.11656363,0.11822749,4804591.0
2024-01-17 01:00:00+00:00,BINANCE:XLMUSD,0.11867232,0.11959325,0.11705123,0.11841977,3113213.0
2024-01-18 01:00:00+00:00,BINANCE:XLMUSD,0.11881564,0.11924672,0.11251206,0.1143859,3847583.0
2024-01-19 01:00:00+00:00,BINANCE:XLMUSD,0.11429092,0.11504043,0.10882985,0.11366803,6036829.0
2024-01-20 01:00:00+00:00,BINANCE:XLMUSD,0.11358228,0.11596873,0.11287451,0.11590354,2337252.0
2024-01-21 01:00:00+00:00,BINANCE:XLMUSD,0.11548379,0.11707158,0.11500451,0.11554817,2665038.0
2024-01-22 01:00:00+00:00,BINANCE:XLMUSD,0.11563927,0.11627997,0.11161939,0.11229522,5280257.0
2024-01-23 01:00:00+00:00,BINANCE:XLMUSD,0.11271796,0.11439441,0.10686042,0.11161377,7875458.0
2024-01-24 01:00:00+00:00,BINANCE:XLMUSD,0.11163866,0.11285429,0.11033242,0.11263444,3514247.0
2024-01-25 01:00:00+00:00,BINANCE:XLMUSD,0.11258554,0.11301328,0.11026107,0.11146326,2790074.0
2024-01-26 01:00:00+00:00,BINANCE:XLMUSD,0.11185919,0.11698145,0.111713,0.11555723,5060528.0
2024-01-27 01:00:00+00:00,BINANCE:XLMUSD,0.11578204,0.11693167,0.11516669,0.11626903,1446837.0
2024-01-28 01:00:00+00:00,BINANCE:XLMUSD,0.11631857,0.11668093,0.11261373,0.11387732,4825012.0
2024-01-29 01:00:00+00:00,BINANCE:XLMUSD,0.11365534,0.11686748,0.11314895,0.11641911,3001690.0
2024-01-30 01:00:00+00:00,BINANCE:XLMUSD,0.11643748,0.11727125,0.11218062,0.11295903,3351046.0
2024-01-31 01:00:00+00:00,BINANCE:XLMUSD,0.1131562,0.11387527,0.10854423,0.10981241,5432772.0
2024-02-01 01:00:00+00:00,BINANCE:XLMUSD,0.10993837,0.11082702,0.10779528,0.10984954,4702270.0
2024-02-02 01:00:00+00:00,BINANCE:XLMUSD,0.10990579,0.1110184,0.1085662,0.11056164,2685012.0
2024-02-03 01:00:00+00:00,BINANCE:XLMUSD,0.11016505,0.11274994,0.10930778,0.11092318,2550594.0
2024-02-04 01:00:00+00:00,BINANCE:XLMUSD,0.11091717,0.11142214,0.10852314,0.10942045,1439724.0
2024-02-05 01:00:00+00:00,BINANCE:XLMUSD,0.10939714,0.11005428,0.10731348,0.10837639,2440494.0
2024-02-06 01:00:00+00:00,BINANCE:XLMUSD,0.10880054,0.10933829,0.10723739,0.10814789,2989108.0
2024-02-07 01:00:00+00:00,BINANCE:XLMUSD,0.10820853,0.10946524,0.10672881,0.10903608,3129441.0
2024-02-08 01:00:00+00:00,BINANCE:XLMUSD,0.10921768,0.1104783,0.10838099,0.10969836,3109835.0
2024-02-09 01:00:00+00:00,BINANCE:XLMUSD,0.11016509,0.11259688,0.10954689,0.11219579,5976938.0
2024-02-10 01:00:00+00:00,BINANCE:XLMUSD,0.11226434,0.11339032,0.11027652,0.11179659,3064416.0
2024-02-11 01:00:00+00:00,BINANCE:XLMUSD,0.11169169,0.11334027,0.11046537,0.11107022,3616080.0
2024-02-12 01:00:00+00:00,BINANCE:XLMUSD,0.11109927,0.11359804,0.10953434,0.11353312,7519552.0
2024-02-13 01:00:00+00:00,BINANCE:XLMUSD,0.11336126,0.11438999,0.10927784,0.11077942,5119559.0
2024-02-14 01:00:00+00:00,BINANCE:XLMUSD,0.11132984,0.11501791,0.1102283,0.11450947,5644715.0
2024-02-15 01:00:00+00:00,BINANCE:XLMUSD,0.11453484,0.11791227,0.11364442,0.11632118,8012926.0
2024-02-16 01:00:00+00:00,BINANCE:XLMUSD,0.11687184,0.1185551,0.1136439,0.11581993,5070139.0
2024-02-17 01:00:00+00:00,BINANCE:XLMUSD,0.11530257,0.11625554,0.11146307,0.11418365,1948890.0
2024-02-18 01:00:00+00:00,BINANCE:XLMUSD,0.1141465,0.11712315,0.11321236,0.11619803,3325195.0
2024-02-19 01:00:00+00:00,BINANCE:XLMUSD,0.11627806,0.11958657,0.11543731,0.11803239,4262476.0
2024-02-20 01:00:00+00:00,BINANCE:XLMUSD,0.11852424,0.12146707,0.11397985,0.11807915,7640215.0
2024-02-21 01:00:00+00:00,BINANCE:XLMUSD,0.11752781,0.11816989,0.1108942,0.11457418,8255130.0
2024-02-22 01:00:00+00:00,BINANCE:XLMUSD,0.11456828,0.11818102,0.11296725,0.11494551,4851970.0
2024-02-23 01:00:00+00:00,BINANCE:XLMUSD,0.11543063,0.11659626,0.11303587,0.11525333,6410346.0
2024-02-24 01:00:00+00:00,BINANCE:XLMUSD,0.115187,0.11781198,0.1133222,0.11656669,3223155.0
2024-02-25 01:00:00+00:00,BINANCE:XLMUSD,0.11657561,0.11726763,0.1149838,0.11638226,2613325.0
2024-02-26 01:00:00+00:00,BINANCE:XLMUSD,0.11691536,0.11834345,0.11385644,0.11774739,8139007.0
2024-02-27 01:00:00+00:00,BINANCE:XLMUSD,0.11834572,0.12384096,0.11666035,0.12266647,10670523.0
