datetime,symbol,open,high,low,close,volume
2022-01-01 01:00:00+00:00,BINANCE:XLMUSD,0.26686429,0.28004552,0.2631126,0.27692744,14895204.17318935
2022-01-02 01:00:00+00:00,BINANCE:XLMUSD,0.27705967,0.29730804,0.27068327,0.29245997,20478192.80135544
2022-01-03 01:00:00+00:00,BINANCE:XLMUSD,0.29215771,0.30163843,0.27924258,0.28982772,26583274.78189762
2022-01-04 01:00:00+00:00,BINANCE:XLMUSD,0.29010225,0.29785127,0.27550369,0.27961711,15263055.96171606
2022-01-05 01:00:00+00:00,BINANCE:XLMUSD,0.27947138,0.29947466,0.25457943,0.26680038,35226480.63682443
2022-01-06 01:00:00+00:00,BINANCE:XLMUSD,0.26698206,0.27743092,0.25520191,0.26774986,24129180.57941118
2022-01-07 01:00:00+00:00,BINANCE:XLMUSD,0.26766159,0.27169235,0.24759133,0.25715544,18577259.22962484
2022-01-08 01:00:00+00:00,BINANCE:XLMUSD,0.25762155,0.26718596,0.24622087,0.25470757,21697694.80875569
2022-01-09 01:00:00+00:00,BINANCE:XLMUSD,0.2545839,0.26690265,0.25174169,0.26124166,14491417.11177914
2022-01-10 01:00:00+00:00,BINANCE:XLMUSD,0.2609342,0.26447348,0.23499133,0.25353398,27589215.20749141
2022-01-11 01:00:00+00:00,BINANCE:XLMUSD,0.25348889,0.26609519,0.24572298,0.26324661,15217890.41141842
2022-01-12 01:00:00+00:00,BINANCE:XLMUSD,0.26361406,0.29537268,0.26120692,0.28246443,30791077.3246395
2022-01-13 01:00:00+00:00,BINANCE:XLMUSD,0.28241293,0.29377087,0.26728321,0.26945949,20550748.41632533
2022-01-14 01:00:00+00:00,BINANCE:XLMUSD,0.26904897,0.27986776,0.26620851,0.27121422,7473559.6481696
2022-01-15 01:00:00+00:00,BINANCE:XLMUSD,0.26457168,0.26939846,0.2562039,0.25909981,27393206.0
2022-01-16 01:00:00+00:00,BINANCE:XLMUSD,0.25945315,0.26277412,0.2544547,0.25908395,13138295.0
2022-01-17 01:00:00+00:00,BINANCE:XLMUSD,0.25920018,0.25990886,0.24990839,0.25604567,14455113.0
2022-01-18 01:00:00+00:00,BINANCE:XLMUSD,0.25619359,0.25786869,0.24880392,0.25426074,15032295.0
2022-01-19 01:00:00+00:00,BINANCE:XLMUSD,0.25443426,0.25596789,0.24316608,0.24569605,15264095.0
2022-01-20 01:00:00+00:00,BINANCE:XLMUSD,0.24618629,0.25232998,0.22991209,0.23156246,37015734.0
2022-01-21 01:00:00+00:00,BINANCE:XLMUSD,0.23152399,0.23389394,0.19909785,0.20273122,56445793.0
2022-01-22 01:00:00+00:00,BINANCE:XLMUSD,0.2028526,0.20810754,0.16826595,0.19250224,56631998.0
2022-01-23 01:00:00+00:00,BINANCE:XLMUSD,0.19259123,0.20120277,0.18796057,0.20102067,22702366.0
2022-01-24 01:00:00+00:00,BINANCE:XLMUSD,0.20096455,0.20131554,0.17225442,0.19818432,28787754.0
2022-01-25 01:00:00+00:00,BINANCE:XLMUSD,0.19792188,0.19925687,0.18821974,0.19634532,16146126.0
2022-01-26 01:00:00+00:00,BINANCE:XLMUSD,0.19684346,0.20662545,0.19129478,0.19667754,17513611.0
2022-01-27 01:00:00+00:00,BINANCE:XLMUSD,0.19666472,0.20092018,0.18711783,0.19376771,15106019.0
2022-01-28 01:00:00+00:00,BINANCE:XLMUSD,0.19408581,0.19968422,0.18896682,0.1990333,12566382.0
2022-01-29 01:00:00+00:00,BINANCE:XLMUSD,0.19890719,0.20477237,0.19765509,0.20350281,12722865.0
2022-01-30 01:00:00+00:00,BINANCE:XLMUSD,0.20318639,0.20688835,0.19255532,0.19530767,10337323.0
2022-01-31 01:00:00+00:00,BINANCE:XLMUSD,0.19575538,0.20122148,0.18945533,0.19946424,18121993.0
2022-02-01 01:00:00+00:00,BINANCE:XLMUSD,0.19963402,0.20610823,0.1991171,0.20213589,12893360.0
2022-02-02 01:00:00+00:00,BINANCE:XLMUSD,0.20214393,0.20618607,0.19072856,0.19315849,16571350.0
2022-02-03 01:00:00+00:00,BINANCE:XLMUSD,0.19302575,0.1954607,0.18895306,0.1951972,15502066.0
2022-02-04 01:00:00+00:00,BINANCE:XLMUSD,0.19483978,0.21038547,0.1934722,0.20916792,15130572.0
2022-02-05 01:00:00+00:00,BINANCE:XLMUSD,0.20886041,0.21652436,0.20817418,0.21289782,14243067.0
2022-02-06 01:00:00+00:00,BINANCE:XLMUSD,0.21290055,0.22491359,0.21289546,0.22395812,18356207.0
2022-02-07 01:00:00+00:00,BINANCE:XLMUSD,0.22405955,0.24250812,0.21923575,0.23952583,33069452.0
2022-02-08 01:00:00+00:00,BINANCE:XLMUSD,0.24016396,0.25799859,0.23505414,0.24259043,36375362.0
2022-02-09 01:00:00+00:00,BINANCE:XLMUSD,0.24260907,0.24417336,0.23422492,0.23865712,19603495.0
2022-02-10 01:00:00+00:00,BINANCE:XLMUSD,0.23816766,0.24254887,0.22961042,0.23289584,17872391.0
2022-02-11 01:00:00+00:00,BINANCE:XLMUSD,0.23241069,0.23249799,0.21543588,0.2180695,14150292.0
2022-02-12 01:00:00+00:00,BINANCE:XLMUSD,0.21810309,0.22653784,0.21416661,0.22089011,14315335.0
2022-02-13 01:00:00+00:00,BINANCE:XLMUSD,0.22086312,0.22200573,0.2103688,0.2103688,11494252.0
2022-02-14 01:00:00+00:00,BINANCE:XLMUSD,0.21052125,0.21412685,0.20539223,0.21111422,16709221.0
2022-02-15 01:00:00+00:00,BINANCE:XLMUSD,0.21080629,0.22258254,0.2093644,0.22063828,14139785.0
2022-02-16 01:00:00+00:00,BINANCE:XLMUSD,0.22067476,0.22195418,0.21331588,0.21856478,11256288.0
2022-02-17 01:00:00+00:00,BINANCE:XLMUSD,0.21861254,0.22638423,0.20048348,0.20232514,20383982.0
2022-02-18 01:00:00+00:00,BINANCE:XLMUSD,0.2027135,0.20910253,0.19521056,0.20036618,15476788.0
2022-02-19 01:00:00+00:00,BINANCE:XLMUSD,0.20085893,0.21142289,0.19639904,0.20412987,28131320.0
2022-02-20 01:00:00+00:00,BINANCE:XLMUSD,0.20450674,0.20625669,0.19304066,0.19423594,24613278.0
2022-02-21 01:00:00+00:00,BINANCE:XLMUSD,0.19439609,0.201262,0.17651574,0.17775667,32037826.0
2022-02-22 01:00:00+00:00,BINANCE:XLMUSD,0.17833157,0.1872007,0.17280315,0.18588547,16625995.0
2022-02-23 01:00:00+00:00,BINANCE:XLMUSD,0.18601475,0.19409849,0.18139557,0.18146463,12546134.0
2022-02-24 01:00:00+00:00,BINANCE:XLMUSD,0.1813588,0.18616888,0.16179407,0.1821768,43545515.0
2022-02-25 01:00:00+00:00,BINANCE:XLMUSD,0.18269732,0.19189734,0.17795717,0.1906682,13014272.0
2022-02-26 01:00:00+00:00,BINANCE:XLMUSD,0.19065027,0.20191631,0.18984584,0.19292929,12147524.0
2022-02-27 01:00:00+00:00,BINANCE:XLMUSD,0.19256354,0.19439314,0.17858736,0.1813913,10094407.0
2022-02-28 01:00:00+00:00,BINANCE:XLMUSD,0.18099403,0.19846605,0.17737609,0.19780594,17917046.0
2022-03-01 01:00:00+00:00,BINANCE:XLMUSD,0.19794719,0.20300994,0.19284011,0.19908345,15507285.0
2022-03-02 01:00:00+00:00,BINANCE:XLMUSD,0.19900268,0.19981865,0.1910042,0.1937881,18444142.0
2022-03-03 01:00:00+00:00,BINANCE:XLMUSD,0.19306509,0.19526774,0.18488247,0.18812753,12935629.0
2022-03-04 01:00:00+00:00,BINANCE:XLMUSD,0.18799095,0.18865542,0.17366144,0.17583689,13441292.0
2022-03-05 01:00:00+00:00,BINANCE:XLMUSD,0.17638673,0.18072778,0.17172288,0.18048314,13248315.0
2022-03-06 01:00:00+00:00,BINANCE:XLMUSD,0.18041028,0.18166217,0.17243304,0.1729035,11343870.0
2022-03-07 01:00:00+00:00,BINANCE:XLMUSD,0.17300291,0.17880038,0.16653334,0.16992441,16169858.0
2022-03-08 01:00:00+00:00,BINANCE:XLMUSD,0.16958017,0.17440342,0.16786429,0.17283588,14404707.0
2022-03-09 01:00:00+00:00,BINANCE:XLMUSD,0.17311975,0.19058127,0.17220655,0.18883872,20886541.0
2022-03-10 01:00:00+00:00,BINANCE:XLMUSD,0.18871362,0.19170551,0.17293553,0.17904875,12543631.0
2022-03-11 01:00:00+00:00,BINANCE:XLMUSD,0.17908879,0.18564921,0.17254422,0.18360556,19043839.0
2022-03-12 01:00:00+00:00,BINANCE:XLMUSD,0.18334092,0.19033418,0.18233539,0.18511984,15051008.0
2022-03-13 01:00:00+00:00,BINANCE:XLMUSD,0.18495494,0.18927422,0.17564073,0.17648313,11982843.0
2022-03-14 01:00:00+00:00,BINANCE:XLMUSD,0.17643083,0.18114198,0.17340128,0.18011828,13661922.0
