datetime,open,high,low,close,volume
2024-04-01 02:00:00+00:00,0.14104035,0.14325957,0.131739,0.1352136,8615627.0
2024-04-02 02:00:00+00:00,0.13576245,0.13600663,0.12713509,0.12828175,8175077.0
2024-04-03 02:00:00+00:00,0.1290127,0.13127306,0.1239215,0.12668805,7555694.0
2024-04-04 02:00:00+00:00,0.12665839,0.13232096,0.12370676,0.12950877,5994745.0
2024-04-05 02:00:00+00:00,0.12861527,0.13013666,0.12403908,0.12755283,5898142.0
2024-04-06 02:00:00+00:00,0.12758639,0.13004552,0.12666004,0.12964833,1762734.0
2024-04-07 02:00:00+00:00,0.12894147,0.13092869,0.12762042,0.12905283,2335883.0
2024-04-08 02:00:00+00:00,0.1288308,0.13503664,0.12723204,0.13325064,4107242.0
2024-04-09 02:00:00+00:00,0.13401346,0.13730007,0.13049752,0.13274442,6741598.0
2024-04-10 02:00:00+00:00,0.1326983,0.1326983,0.12511115,0.12918082,4328266.0
2024-04-11 02:00:00+00:00,0.12917306,0.13199492,0.12815428,0.13029412,3010388.0
2024-04-12 02:00:00+00:00,0.13027135,0.13161892,0.10283525,0.11481145,19119921.0
2024-04-13 02:00:00+00:00,0.11471008,0.11613192,0.09406275,0.10565245,28362274.0
2024-04-14 02:00:00+00:00,0.10501778,0.11145843,0.10142517,0.11041829,15498451.0
2024-04-15 02:00:00+00:00,0.11023903,0.11436259,0.10358516,0.10794235,6452232.0
2024-04-16 02:00:00+00:00,0.10771957,0.11054487,0.10417105,0.10981902,5728997.0
2024-04-17 02:00:00+00:00,0.10981569,0.11061218,0.10531061,0.10789537,5873523.0
2024-04-18 02:00:00+00:00,0.1078782,0.11133155,0.10505483,0.11051913,4786394.0
2024-04-19 02:00:00+00:00,0.11043509,0.11396212,0.10334861,0.11236961,4416385.0
2024-04-20 02:00:00+00:00,0.11222457,0.11694335,0.11090354,0.11618025,4856891.0
2024-04-21 02:00:00+00:00,0.11614127,0.11687823,0.11255507,0.11367211,2704311.0
2024-04-22 02:00:00+00:00,0.11431281,0.11952568,0.11326494,0.11833425,4897297.0
2024-04-23 02:00:00+00:00,0.11827439,0.11930744,0.1153578,0.11689176,4065216.0
2024-04-24 02:00:00+00:00,0.11792937,0.12089039,0.11305563,0.11443826,4658230.0
2024-04-25 02:00:00+00:00,0.1143278,0.1160267,0.11140203,0.11415755,3473259.0
2024-04-26 02:00:00+00:00,0.11420536,0.1157043,0.11171626,0.11424954,3752040.0
2024-04-27 02:00:00+00:00,0.11415872,0.11500385,0.11131294,0.11483483,4156812.0
2024-04-28 02:00:00+00:00,0.11494561,0.1164745,0.11200595,0.11238503,2344474.0
2024-04-29 02:00:00+00:00,0.11221038,0.11389001,0.10960348,0.11174424,4243617.0
2024-04-30 02:00:00+00:00,0.11233179,0.11311216,0.10442297,0.10756727,4631794.0
